Document Number,Document type,Document Date,Posting Date,Cost Center,Profit Center,Year/month,Account,Plant,Material,Quantity,Amount in local currency,Local Currency,Purchasing Document,Reference,Document currency,Offsetting acct no.,Base Unit of Measure,Alternative Account No.,Transaction Code,Text,Assignment
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-108,"-31,297",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-108,"-31,297",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-108,"-31,297",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015719,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-109,"-31,587",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-109,"-31,587",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-111,"-32,166",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-111,"-32,166",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-111,"-32,166",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017473,-111,"-32,166",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015727,-165,"-47,815",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015727,-165,"-47,815",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015727,-165,"-47,815",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015727,-165,"-47,815",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-174,"-50,423",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-174,"-50,423",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-174,"-50,423",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-174,"-50,423",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-184,"-53,321",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-184,"-53,321",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-184,"-53,321",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-184,"-53,321",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015729,-183,"-53,031",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-192,"-55,639",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-206,"-59,696",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-206,"-59,696",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-206,"-59,696",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-205,"-59,406",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-205,"-59,406",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-205,"-59,406",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015690,-205,"-59,406",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231442,-98,"-28,399",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231442,-98,"-28,399",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231442,-98,"-28,399",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231442,-98,"-28,399",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-100,"-28,979",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-91,"-26,371",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-91,"-26,371",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-92,"-26,660",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-92,"-26,660",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-79,"-22,893",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-79,"-22,893",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-101,"-29,268",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017480,-101,"-29,268",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-108,"-13,910",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-99,"-12,751",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-99,"-12,751",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-100,"-12,879",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-100,"-12,879",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-86,"-11,076",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231637,-86,"-11,076",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-130,"-37,672",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-130,"-37,672",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-130,"-37,672",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-119,"-34,485",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-120,"-34,774",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017484,-103,"-29,848",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-156,"-45,207",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-156,"-45,207",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-143,"-41,439",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-143,"-41,439",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-144,"-41,729",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-144,"-41,729",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-124,"-35,934",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015834,-124,"-35,934",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-186,"-53,900",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-170,"-49,264",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-170,"-49,264",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-172,"-49,843",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-172,"-49,843",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-148,"-42,888",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015838,-148,"-42,888",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-200,"-57,957",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015799,-197,"-57,088",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-139,"-40,280",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231383,-142,"-41,150",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-160,"-46,366",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-160,"-46,366",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-160,"-46,366",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-162,"-46,945",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-162,"-46,945",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017490,-162,"-46,945",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015842,-247,"-71,577",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015842,-247,"-71,577",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015842,-253,"-73,316",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56015842,-261,"-75,634",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-105,"-30,428",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-105,"-30,428",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-105,"-30,428",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56017493,-106,"-30,717",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000074,WE,14/01/2019,14/01/2019,,600,2019/01,20011,3YUM,56231083,-168,"-48,684",COP,4501956306,85696215,USD,10505,KG,14651020,MIGO_GR,,
170000087,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30012192,"-3,000","-2,384,889",COP,4501945331,85596888,USD,10500,KG,14651020,MIGO_GR,,
170000087,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30012192,"-3,000","-2,384,889",COP,4501945331,85596888,USD,10500,KG,14651020,MIGO_GR,,
170000087,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30226449,-525,"-417,356",COP,4501945331,85596888,USD,10500,KG,14651020,MIGO_GR,,
170000087,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30226449,-525,"-417,356",COP,4501945331,85596888,USD,10500,KG,14651020,MIGO_GR,,
170000088,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30226676,"-5,000","-1,199,828",COP,4501926198,85697550,USD,10500,KG,14651020,MIGO_GR,,
170000089,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30000497,"-2,000","-1,105,382",COP,4501917303,85696894,USD,10500,KG,14651020,MIGO_GR,,
170000089,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30000497,"-2,000","-814,492",COP,4501917303,85696894,USD,10500,KG,14651020,MIGO_GR,,
170000090,WE,14/01/2019,14/01/2019,,135,2019/01,20011,3YUM,30226188,"-4,500","-674,903",COP,4501926282,85698007,USD,10500,KG,14651020,MIGO_GR,,
